School,ID,CoNo,StNo,Long,Lat,Low,High,Students
FREDERICK W. HARTNETT MIDDLE SCHOOL,2.50272E+11,27,25,-71.5292,42.0224,6,8,451
FREEMAN-KENNEDY SCHOOL,2.50864E+11,21,25,-71.3214,42.1243,3,6,530
FREETOWN ELEMENTARY SCHOOL,2.50507E+11,5,25,-71.0123,41.7617,-1,3,424
FREETOWN-LAKEVILLE MIDDLE SCHOOL,2.50507E+11,23,25,-70.9861,41.7896,6,8,787
FROLIO MIDDLE SCHOOL,2.50165E+11,23,25,-70.946,42.12,7,8,329
FRONTIER REGIONAL,2.5051E+11,11,25,-72.6053,42.4838,7,12,619
FROST MIDDLE SCHOOL,2.50666E+11,9,25,-71.1684,42.6848,5,8,476
FULL CIRCLE HIGH SCHOOL,2.51089E+11,17,25,-71.0872,42.3874,9,12,56
FULLER MEADOW,2.50783E+11,9,25,-71.0095,42.5838,0,2,269
FULLER MIDDLE,2.50498E+11,17,25,-71.4168,42.2938,6,8,462
FURNACE BROOK MIDDLE,2.50735E+11,23,25,-70.738,42.1065,6,8,1066
GALVIN MIDDLE SCHOOL,2.51191E+11,17,25,-71.07,42.4997,5,8,1107
GARDNER,2.51146E+11,5,25,-71.2029,41.7248,0,2,279
GARDNER ACADEMY FOR LEARNING AND TECHNOLOGY,2.50513E+11,27,25,-71.979,42.5566,9,12,91
GARDNER HIGH,2.50513E+11,27,25,-71.9793,42.5835,9,12,563
GARDNER MIDDLE SCHOOL,2.50513E+11,27,25,-71.9791,42.5837,6,8,573
GARDNER PILOT ACADEMY,2.50279E+11,25,25,-71.1339,42.3608,-1,7,372
GARFIELD ELEMENTARY SCHOOL,2.51005E+11,25,25,-70.9927,42.4035,-1,5,764
GARFIELD MIDDLE SCHOOL,2.51005E+11,25,25,-70.9927,42.4035,6,8,503
GATES,2.50168E+11,17,25,-71.4734,42.4799,0,6,433
GATES INTERMEDIATE SCHOOL,2.51056E+11,23,25,-70.7551,42.1986,7,8,507
GATES LANE,2.51323E+11,27,25,-71.8432,42.2433,-1,6,655
GATEWAY REGIONAL HIGH,2.50516E+11,15,25,-72.8689,42.25,9,12,282
GATEWAY REGIONAL JUNIOR HIGH SCHOOL,2.50516E+11,15,25,-72.8701,42.2515,7,8,152
GATEWAY REGIONAL MIDDLE SCHOOL,2.50516E+11,15,25,-72.8701,42.2515,5,6,168
GATEWAY TO COLLEGE,2.51113E+11,13,25,-72.6511,42.1955,10,12,35
GATEWAY TO COLLEGE AT SPRINGFIELD TECHNICAL COMMUN,2.51113E+11,13,25,-72.5779,42.1091,9,12,44
GEN JOHN J STEFANIK,2.50366E+11,13,25,-72.6157,42.167,0,5,398
GENERAL JOHN NIXON ELEMENTARY,2.51134E+11,17,25,-71.4028,42.3916,-1,5,392
GEORGE F. KELLY ELEMENTARY,2.50354E+11,25,25,-71.0212,42.3976,1,4,563
GEORGE F. WILLETT,2.50906E+11,21,25,-71.2218,42.1937,-1,0,388
GEORGE H CONLEY,2.50279E+11,25,25,-71.1272,42.2748,-1,5,218
GEORGE H POTTER,2.50402E+11,5,25,-71.0083,41.6456,0,5,424
GEORGE H. ENGLESBY INTERMEDIATE,2.50432E+11,17,25,-71.3417,42.6727,5,6,628
GEORGE KEVERIAN SCHOOL,2.50477E+11,17,25,-71.0447,42.4089,0,8,926
GEORGE R AUSTIN INTERMEDIATE SCHOOL,2.50507E+11,23,25,-70.981,41.7893,4,5,463
GEORGE R MARTIN,2.51059E+11,5,25,-71.3164,41.7977,0,5,445
GEORGE W BROWN,2.50858E+11,9,25,-70.8648,42.806,-1,0,213
GEORGETOWN HIGH SCHOOL,2.50522E+11,9,25,-70.9865,42.7241,9,12,407
GEORGETOWN MIDDLE SCHOOL,2.50522E+11,9,25,-70.9865,42.7241,6,8,387
GERARD A. GUILMETTE,2.50666E+11,9,25,-71.1768,42.7,1,4,561
GERENA,2.51113E+11,13,25,-72.6085,42.119,-1,5,690
GILL ELEMENTARY,2.50527E+11,11,25,-72.4979,42.649,0,6,129
GILMORE SCHOOL EARLY CHILDHOOD CENTER,2.50309E+11,23,25,-71.0117,42.0666,-1,0,329
GLENBROOK MIDDLE,2.50699E+11,13,25,-72.551,42.0442,6,8,304
GLENWOOD,2.51113E+11,13,25,-72.5907,42.1323,0,5,324
GLENWOOD ELEMENTARY SCHOOL,2.51188E+11,27,25,-71.9398,42.3861,3,5,418
GLICKMAN ELEMENTARY,2.51113E+11,13,25,-72.5115,42.1139,0,5,292
GLOBAL LEARNING CHARTER PUBLIC SCHOOL,2.50052E+11,5,25,-70.9294,41.66,5,12,501
GLOUCESTER HIGH,2.50528E+11,9,25,-70.6761,42.6135,9,12,935
GLOVER,2.50726E+11,9,25,-70.8794,42.4904,1,3,259
GLOVER,2.50798E+11,21,25,-71.0746,42.2609,0,5,555
GODDARD ALTERNATIVE SCHOOL,2.50309E+11,23,25,-71.0181,42.0741,4,12,53
GODDARD SCHOOL/SCIENCE TECHNICAL,2.51323E+11,27,25,-71.8244,42.2478,-1,6,533
GOLDEN HILL,2.50597E+11,9,25,-71.0583,42.7754,0,4,487
GOODRICH ACADEMY,2.50489E+11,27,25,-71.7817,42.5782,9,12,179
GOODYEAR ELEMENTARY SCHOOL,2.5132E+11,17,25,-71.1239,42.4803,0,5,349
GORDON W MITCHELL,2.50444E+11,23,25,-70.945,42.0287,3,6,733
GOV EDWARD WINSLOW,2.50735E+11,23,25,-70.6696,42.0705,-1,5,435
GR LAWRENCE REGIONAL VOCATIONAL TECHNICAL,2.50547E+11,9,25,-71.1948,42.6909,9,12,1340
GR LOWELL REGIONAL VOCATIONAL TECHNICAL,2.50548E+11,17,25,-71.3863,42.654,9,12,2112
GR NEW BEDFORD VOCATIONAL TECHNICAL,2.50844E+11,5,25,-70.9374,41.6909,9,12,2148
GRACE FARRAR COLE,2.50903E+11,23,25,-70.88,42.167,-1,5,459
GRAFTON HIGH SCHOOL,2.50537E+11,27,25,-71.6947,42.2116,9,12,767
GRAFTON MIDDLE,2.50537E+11,27,25,-71.692,42.2114,7,8,486
GRAFTON STREET,2.51323E+11,27,25,-71.7874,42.2565,-1,6,366
GRAHAM AND PARKS,2.50327E+11,17,25,-71.1241,42.3831,-1,5,359
GRANBY JR SR HIGH SCHOOL,2.5054E+11,15,25,-72.494,42.2648,7,12,468
GRANITE VALLEY MIDDLE,2.50804E+11,13,25,-72.3178,42.1122,5,8,407
GRANVILLE VILLAGE SCHOOL,2.50001E+11,13,25,-72.8546,42.0658,0,8,135
GREAT FALLS MIDDLE,2.50527E+11,11,25,-72.5424,42.5877,6,8,236
GREAT OAK,2.50399E+11,9,25,-70.9485,42.5701,0,5,363
GREATER EGLESTON COMMUNITY HIGH SCHOOL,2.50279E+11,25,25,-71.0991,42.3141,9,12,175
GREEN MEADOW,2.5075E+11,17,25,-71.452,42.422,-1,3,522
GREEN MEADOWS ELEMENTARY,2.50573E+11,13,25,-72.4124,42.0665,-1,4,262
GREEN RIVER,2.50549E+11,11,25,-72.6027,42.5785,4,6,8
GREENFIELD HIGH,2.50549E+11,11,25,-72.5986,42.6032,8,12,489
GREENFIELD MIDDLE,2.50549E+11,11,25,-72.5963,42.5957,4,7,491
GREENHALGE,2.50702E+11,17,25,-71.309,42.6572,-1,4,519
GREENLEAF,2.50597E+11,9,25,-71.0789,42.7691,0,2,253
GREENLODGE,2.50405E+11,21,25,-71.156,42.225,1,5,305
GREENMONT AVENUE,2.50432E+11,17,25,-71.3081,42.6692,0,4,363
GREENWOOD,2.51191E+11,17,25,-71.064,42.4807,0,4,251
GREYLOCK,2.50867E+11,3,25,-73.1558,42.6977,0,7,225
GROTON DUNSTABLE REGIONAL,2.5055E+11,17,25,-71.5403,42.6511,9,12,870
GROTON DUNSTABLE REGIONAL MIDDLE,2.5055E+11,17,25,-71.579,42.6172,5,8,864
GUILMETTE MIDDLE SCHOOL,2.50666E+11,9,25,-71.1768,42.7001,5,8,519
H H GALLIGAN,2.51152E+11,5,25,-71.1079,41.9007,0,4,250
H H RICHARDSON SCHOOL,2.50462E+11,5,25,-71.1083,42.0563,3,5,435
H OLIVE DAY,2.50864E+11,21,25,-71.3348,42.1202,-1,2,395
H.B. LAWRENCE SCHOOL,2.50627E+11,13,25,-72.6128,42.2031,0,3,284
HADLEY,2.51143E+11,9,25,-70.9165,42.4686,0,4,299
HADLEY ELEMENTARY,2.50558E+11,15,25,-72.5863,42.3523,-1,6,346
HAGGERTY,2.50327E+11,17,25,-71.1525,42.378,-1,5,248
HAJJAR ELEMENTARY,2.50267E+11,17,25,-71.2792,42.5854,0,5,495
HALE,2.50831E+11,17,25,-71.507,42.441,6,8,282
HALIFAX ELEMENTARY,2.50561E+11,23,25,-70.8581,41.991,0,6,568
HAMILTON-WENHAM REGIONAL HIGH,2.50567E+11,9,25,-70.8489,42.6286,9,12,675
HAMPDEN CHARTER SCHOOL OF SCIENCE,2.50052E+11,13,25,-72.5633,42.1971,6,12,353
HAMPSHIRE REGIONAL HIGH,2.50574E+11,15,25,-72.7716,42.3031,7,12,756
HANCOCK,2.50309E+11,23,25,-71.0662,42.0855,0,5,708
HANCOCK ELEMENTARY,2.50576E+11,3,25,-73.2992,42.5768,-1,6,45
HANNAH ELEMENTARY,2.50264E+11,9,25,-70.8679,42.5672,0,5,349
HANOVER HIGH,2.50579E+11,23,25,-70.8704,42.1301,9,12,778
HANOVER MIDDLE,2.50579E+11,23,25,-70.8765,42.1315,5,8,885
HANSCOM MIDDLE,2.5069E+11,17,25,-71.2802,42.4581,4,8,244
HANSCOM PRIMARY,2.5069E+11,17,25,-71.2769,42.4564,-1,3,355
HANSON MIDDLE SCHOOL,2.51293E+11,23,25,-70.8784,42.0729,6,8,456
HAPPY HOLLOW SCHOOL,2.51221E+11,17,25,-71.3697,42.3379,1,5,437
HARBOR SCHOOL,2.50279E+11,25,25,-71.0612,42.3009,6,10,298
HARDWICK ELEMENTARY,2.5E+11,27,25,-72.1862,42.3169,0,6,236
HARDY,2.50198E+11,17,25,-71.1452,42.4043,0,5,363
HAROLD L QUALTERS MIDDLE,2.50723E+11,5,25,-71.2068,42.0286,6,8,1091
HARRINGTON,2.50684E+11,17,25,-71.1992,42.4448,-1,5,448
HARRY LEE COLE,2.50288E+11,9,25,-71.002,42.6603,-1,2,288
HARVARD-KENT,2.50279E+11,25,25,-71.0575,42.3766,-1,5,570
HARWICH ELEMENTARY SCHOOL,2.50054E+11,1,25,-70.0819,41.6836,-1,4,598
HARWICH HIGH SCHOOL,2.50054E+11,1,25,-70.0702,41.6909,9,12,313
HARWICH MIDDLE SCHOOL,2.50054E+11,1,25,-70.0806,41.6822,5,8,415
HASTINGS MIDDLE,2.5048E+11,5,25,-70.8981,41.6465,6,8,407
HATFIELD ELEMENTARY,2.50594E+11,15,25,-72.598,42.37,-1,6,258
HATHERLY ELEMENTARY,2.51056E+11,23,25,-70.7614,42.2164,0,6,316
HAVERHILL ALTERNATIVE SCHOOL,2.50597E+11,9,25,-71.0867,42.7884,6,12,49
HAVERHILL HIGH,2.50597E+11,9,25,-71.108,42.7871,9,12,1845
HAWLEMONT REGIONAL,2.506E+11,11,25,-72.8741,42.627,-1,6,98
HAWTHORNE BROOK,2.50879E+11,17,25,-71.7034,42.6741,5,8,536
HAYDEN/MCFADDEN,2.50843E+11,5,25,-70.9318,41.6547,-1,5,639
HAYNES EARLY EDUCATION CENTER,2.50279E+11,25,25,-71.0788,42.3151,-1,1,176
HEAD START,2.51323E+11,27,25,-71.81,42.2572,-1,-1,711
HEALTH & HUMAN SERVICES HIGH SCHOOL,2.50666E+11,9,25,-71.1456,42.6901,9,12,520
HEARD STREET,2.51323E+11,27,25,-71.8434,42.2314,0,6,275
HEATH,2.50315E+11,21,25,-71.1482,42.328,-1,8,550
HEATH ELEMENTARY,2.50799E+11,11,25,-72.8299,42.7012,-1,6,55
HEATH-BROOK,2.51158E+11,17,25,-71.2183,42.583,0,2,378
HEDGE,2.50972E+11,23,25,-70.6875,41.9738,0,5,220
HEIGHTS ELEMENTARY,2.51062E+11,21,25,-71.205,42.1047,0,5,496
HELEN HANSEN ELEMENTARY,2.51125E+11,21,25,-71.1309,42.1302,0,5,276
HELEN KELLER ELEMENTARY,2.50501E+11,21,25,-71.3973,42.1092,0,5,499
HELEN MAE SAUTER ELEMENTARY,2.50513E+11,27,25,-71.9829,42.5761,1,3,277
HELEN R DONAGHUE SCHOOL,2.50945E+11,9,25,-71.0052,42.8279,3,6,334
HEMENWAY,2.50498E+11,17,25,-71.4323,42.3303,0,5,588
HENRI A. YELLE,2.509E+11,5,25,-71.1968,41.9606,4,5,399
HENRY B. BURKLAND ELEMENTARY SCHOOL,2.50777E+11,23,25,-70.9106,41.8861,1,5,667
HENRY C SANBORN ELEMENTARY,2.50195E+11,9,25,-71.1785,42.642,0,5,352
HENRY E WARREN ELEMENTARY,2.5021E+11,17,25,-71.4448,42.2421,0,2,576
HENRY GREW,2.50279E+11,25,25,-71.1272,42.2568,0,5,252
HENRY J ROBINSON MIDDLE,2.50702E+11,17,25,-71.3024,42.659,5,8,662
HENRY K OLIVER,2.50666E+11,9,25,-71.1605,42.7108,7,8,188
HENRY P CLOUGH,2.50768E+11,27,25,-71.5565,42.1089,-1,4,458
HENRY T WING,2.51047E+11,1,25,-70.4962,41.7521,-1,8,794
HENRY WHITTEMORE ELEMENTARY SCHOOL,2.512E+11,17,25,-71.2294,42.365,0,5,440
HERBERT CLARK HOOVER,2.50762E+11,17,25,-71.05,42.4495,0,5,256
HERITAGE SCHOOL,2.50436E+11,27,25,-71.9371,42.1306,2,4,484
HIGGINSON,2.50279E+11,25,25,-71.092,42.3179,-1,2,157
HIGGINSON/LEWIS K-8,2.50279E+11,25,25,-71.0868,42.3209,-1,8,392
HIGH PLAIN ELEMENTARY,2.50195E+11,9,25,-71.2121,42.6646,0,5,551
HIGH ROCK SCHOOL,2.50837E+11,21,25,-71.2445,42.2743,6,6,427
HIGH SCHOOL LEARNING CENTER,2.50666E+11,9,25,-71.164,42.7104,9,12,167
HIGH SCHOOL OF COMMERCE,2.51113E+11,13,25,-72.5771,42.1064,9,12,1343
HIGH SCHOOL/SCIENCE-TECH,2.51113E+11,13,25,-72.5502,42.1181,9,12,1523
HIGHLAND,2.51263E+11,13,25,-72.7693,42.1195,0,5,399
HIGHLANDS,2.50399E+11,9,25,-70.9593,42.5641,0,5,398
HIGHLANDS,2.50294E+11,21,25,-71.0053,42.1777,0,5,413
HILDRETH ELEMENTARY SCHOOL,2.50588E+11,27,25,-71.5815,42.4973,-1,5,461
HILL VIEW MONTESSORI CHARTER PUBLIC SCHOOL,2.50008E+11,9,25,-71.1194,42.7668,0,8,305
HILL-ROBERTS ELEMENTARY SCHOOL,2.50219E+11,5,25,-71.3498,41.9175,0,4,506
HILLSIDE ELEMENTARY,2.50837E+11,21,25,-71.2403,42.2954,0,5,429
HILLTOWN COOPERATIVE CHARTER PUBLIC SCHOOL,2.50003E+11,15,25,-72.7055,42.3762,0,8,175
HINGHAM HIGH,2.50609E+11,23,25,-70.8776,42.2275,9,12,1132
HINGHAM MIDDLE SCHOOL,2.50609E+11,23,25,-70.8869,42.1818,6,8,977
HIRAM L DORMAN,2.51113E+11,13,25,-72.5392,42.1282,0,5,323
HOBOMOCK ELEMENTARY,2.50942E+11,23,25,-70.7955,42.0524,0,6,450
HOLBROOK JR SR HIGH,2.50615E+11,21,25,-71.0064,42.1479,7,12,480
HOLLAND ELEMENTARY,2.50621E+11,13,25,-72.1599,42.0655,-1,6,237
HOLLIS,2.50294E+11,21,25,-71.003,42.2161,0,5,480
HOLLISTON HIGH,2.50624E+11,17,25,-71.4428,42.2052,9,12,819
HOLTEN RICHMOND MIDDLE SCHOOL,2.50399E+11,9,25,-70.9292,42.5678,6,8,869
HOLYOKE COMMUNITY CHARTER SCHOOL,2.50009E+11,13,25,-72.6287,42.1858,0,8,702
HOLYOKE HIGH,2.50627E+11,13,25,-72.6233,42.2004,9,12,1309
HOMER STREET,2.51113E+11,13,25,-72.5554,42.1138,0,5,437
HOOD,2.50711E+11,9,25,-70.9387,42.4783,0,5,439
HOOSAC VALLEY MIDDLE & HIGH SCHOOL,2.50178E+11,3,25,-73.1142,42.5938,6,12,693
HOPEDALE JR SR HIGH,2.5063E+11,27,25,-71.5376,42.1289,7,12,548
HOPEWELL,2.51152E+11,5,25,-71.0942,41.9202,0,4,318
HOPKINS ACADEMY,2.50558E+11,15,25,-72.5916,42.3411,7,12,277
HOPKINS ELEMENTARY SCHOOL,2.50633E+11,17,25,-71.5201,42.2145,4,5,560
HOPKINTON HIGH,2.50633E+11,17,25,-71.5188,42.2186,9,12,1150
HOPKINTON MIDDLE SCHOOL,2.50633E+11,17,25,-71.5192,42.2178,6,8,800
HOPKINTON PRE-SCHOOL,2.50633E+11,17,25,-71.5188,42.2194,-1,-1,54
HORACE MANN,2.50762E+11,17,25,-71.0571,42.4686,0,5,270
HORACE MANN,2.50861E+11,17,25,-71.2135,42.3547,0,5,427
HORACE MANN,2.50501E+11,21,25,-71.4058,42.0914,6,8,470
HORACE MANN LABORATORY,2.51038E+11,9,25,-70.8918,42.5037,0,5,302
HORACE MANN SCHOOL FOR THE DEAF,2.50279E+11,25,25,-71.1386,42.3522,-1,12,111
HORATIO A KEMPTON,2.50843E+11,5,25,-70.9398,41.6458,0,5,104
HOSMER,2.51218E+11,17,25,-71.1671,42.3686,-1,5,710
HOUGHTON ELEMENTARY,2.51188E+11,27,25,-71.7771,42.4122,0,4,459
HOWARD SCHOOL,2.51242E+11,23,25,-71.0127,42.0198,4,6,285
HOWE-MANNING,2.50783E+11,9,25,-71.0159,42.5973,3,6,505
HUBBARDSTON CENTER,2.5E+11,27,25,-72.008,42.4743,0,6,322
HUCKLEBERRY HILL,2.50714E+11,9,25,-71.0231,42.5233,0,4,380
HUDSON HIGH,2.50639E+11,17,25,-71.5791,42.3789,8,12,1113
HUGH ROE O'DONNELL,2.50279E+11,25,25,-71.038,42.3781,-1,5,293
HULL HIGH,2.50642E+11,23,25,-70.9206,42.3043,9,12,346
HUMANITIES & LEADERSHIP DEVELOPMENT HIGH SCHOOL,2.50666E+11,9,25,-71.1456,42.6901,9,12,521
HUNNEWELL,2.51227E+11,21,25,-71.29,42.2954,0,5,301
HUNTINGTON,2.50309E+11,23,25,-71.0198,42.0626,0,5,461
HYANNIS WEST ELEMENTARY,2.50231E+11,1,25,-70.3167,41.6493,0,3,342
HYMAN FINE ELEMENTARY SCHOOL,2.50219E+11,5,25,-71.2719,41.9158,0,4,463
IB SCHOOL OF QUABBIN,2.5E+11,27,25,-72.115,42.4005,11,12,61
INDIAN BROOK,2.50972E+11,23,25,-70.5429,41.8894,0,5,663
INDIAN HEAD,2.51293E+11,23,25,-70.8588,42.0619,3,5,401
INDIAN ORCHARD ELEMENTARY,2.51113E+11,13,25,-72.4939,42.1549,-1,5,671
INGALLS,2.50711E+11,9,25,-70.9367,42.4721,-1,5,733
INNOVATION ACADEMY CHARTER SCHOOL,2.50003E+11,17,25,-71.4081,42.6588,5,12,726
INTERNATIONAL HIGH SCHOOL,2.50666E+11,9,25,-71.1456,42.6901,9,12,521
IPSWICH HIGH,2.50648E+11,9,25,-70.8522,42.6879,9,12,607
IPSWICH MIDDLE SCHOOL,2.50648E+11,9,25,-70.8514,42.6886,6,8,455
ISRAEL LORING SCHOOL,2.51134E+11,17,25,-71.4081,42.3498,0,5,495
IVAN G SMITH,2.50399E+11,9,25,-70.9539,42.5876,0,5,272
J C SOLMONESE,2.509E+11,5,25,-71.2282,41.9525,0,3,469
J F KENNEDY ELEMENTARY,2.50993E+11,21,25,-71.0342,42.166,-1,5,422
J F KENNEDY MEMORIAL,2.50501E+11,21,25,-71.4272,42.1086,0,5,440
J F KENNEDY MIDDLE SCHOOL,2.50834E+11,17,25,-71.3833,42.2908,5,8,687
J HARDING ARMSTRONG,2.5126E+11,27,25,-71.6251,42.2693,0,3,373
J HENRY HIGGINS MIDDLE,2.50936E+11,9,25,-70.9954,42.5477,6,8,1272
J S SULLIVAN,2.50867E+11,3,25,-73.0991,42.6939,0,7,276
J TURNER HOOD,2.50882E+11,17,25,-71.0893,42.5954,-1,5,338
J WARREN KILLAM,2.50999E+11,17,25,-71.0902,42.5412,0,5,463
JABISH MIDDLE SCHOOL,2.50243E+11,15,25,-72.3994,42.2673,7,8,397
JACKSON MANN,2.50279E+11,25,25,-71.1386,42.3522,-1,8,737
JACKSON STREET,2.50885E+11,15,25,-72.6453,42.3351,0,5,319
JACOB HIATT MAGNET,2.51323E+11,27,25,-71.8105,42.2571,-1,6,461
JAMES B CONGDON,2.50843E+11,5,25,-70.9317,41.6217,0,5,319
JAMES CLARK SCHOOL,2.5018E+11,13,25,-72.6315,42.0455,0,4,353
JAMES CONDON ELEMENTARY,2.50279E+11,25,25,-71.0529,42.3382,-1,5,811
JAMES F HENNESSEY,2.50666E+11,9,25,-71.177,42.697,-1,1,444
JAMES FITZGERALD ELEMENTARY SCHOOL,2.512E+11,17,25,-71.2089,42.381,0,5,491
JAMES J CHITTICK,2.50279E+11,25,25,-71.1047,42.2672,-1,5,306
JAMES M. QUINN SCHOOL,2.50402E+11,5,25,-70.9601,41.6273,0,5,651
JAMES OTIS,2.50279E+11,25,25,-71.034,42.3752,-1,5,395
JAMES P TIMILTY MIDDLE,2.50279E+11,25,25,-71.0907,42.3305,6,8,562
JAMES RUSSELL LOWELL,2.51218E+11,17,25,-71.1837,42.3769,-1,5,415
JAMES S DALEY MIDDLE SCHOOL,2.50702E+11,17,25,-71.3371,42.6242,5,8,683
JAMES SULLIVAN MIDDLE SCHOOL,2.50702E+11,17,25,-71.2812,42.6404,5,8,667
JAMES TANSEY,2.50483E+11,5,25,-71.132,41.7191,0,5,322
JAMES W HENNIGAN,2.50279E+11,25,25,-71.1066,42.3259,0,5,585
JEFFERSON ELEMENTARY,2.50501E+11,21,25,-71.4181,42.0524,0,5,419
JEFFERSON ELEMENTARY SCHOOL,2.51017E+11,23,25,-70.9111,42.1238,0,4,338
JENKINS ELEMENTARY SCHOOL,2.51056E+11,23,25,-70.731,42.1911,0,6,566
JEREMIAH E BURKE HIGH,2.50279E+11,25,25,-71.0811,42.3071,9,12,536
JIREH SWIFT,2.50843E+11,5,25,-70.9229,41.6825,0,5,245
JOHN A BISHOP,2.50198E+11,17,25,-71.1546,42.4243,0,5,412
JOHN A. CRISAFULLI ELEMENTARY SCHOOL,2.51266E+11,17,25,-71.4593,42.5736,3,5,383
JOHN ASHLEY,2.51251E+11,13,25,-72.6343,42.1493,0,0,247
JOHN AVERY PARKER,2.50843E+11,5,25,-70.9318,41.6444,-1,5,292
JOHN B DEVALLES,2.50843E+11,5,25,-70.9273,41.6196,0,5,379
JOHN BREEN SCHOOL,2.50666E+11,9,25,-71.1481,42.6958,-1,0,312
JOHN D HARDY,2.51227E+11,21,25,-71.3104,42.3041,0,5,305
JOHN D MC GOVERN ELEMENTARY,2.50759E+11,21,25,-71.413,42.1553,-1,1,343
JOHN D PHILBRICK,2.50279E+11,25,25,-71.1178,42.2854,-1,5,150
JOHN D RUNKLE,2.50315E+11,21,25,-71.1418,42.3342,-1,8,576
JOHN E BURKE,2.50936E+11,9,25,-71.0243,42.5619,0,5,299
JOHN E. MCCARTHY,2.50936E+11,9,25,-71.0016,42.5392,-1,5,304
JOHN ELIOT,2.50837E+11,21,25,-71.2395,42.3059,0,5,387
JOHN F KENNEDY,2.50309E+11,23,25,-71.0371,42.0595,0,5,632
JOHN F KENNEDY,2.50267E+11,17,25,-71.2319,42.5662,0,5,369
JOHN F KENNEDY,2.50615E+11,21,25,-70.999,42.1502,-1,3,430
JOHN F KENNEDY,2.50279E+11,25,25,-71.1064,42.3218,-1,5,400
JOHN F KENNEDY,2.5033E+11,21,25,-71.1424,42.1753,0,5,462
JOHN F KENNEDY,2.51089E+11,17,25,-71.1155,42.3894,-1,8,451
JOHN F KENNEDY ELEMENTARY,2.50272E+11,27,25,-71.5454,42.0284,0,3,394
JOHN F KENNEDY MIDDLE,2.51113E+11,13,25,-72.5119,42.1542,6,8,580
JOHN F KENNEDY MIDDLE,2.512E+11,17,25,-71.2318,42.4009,6,8,542
JOHN F KENNEDY MIDDLE SCHOOL,2.5132E+11,17,25,-71.1462,42.4917,6,8,553
JOHN F KENNEDY MIDDLE SCHOOL,2.50885E+11,15,25,-72.6773,42.3456,6,8,614
JOHN F PARKER MIDDLE,2.51152E+11,5,25,-71.075,41.9003,5,7,447
JOHN F. RYAN,2.51158E+11,17,25,-71.2381,42.6091,5,6,615
JOHN G WHITTIER,2.50597E+11,9,25,-71.0775,42.7973,5,8,482
JOHN GLENN MIDDLE,2.5024E+11,17,25,-71.2861,42.4883,6,8,562
JOHN H DUVAL,2.51293E+11,23,25,-70.9174,42.0872,0,5,565
JOHN HANNIGAN,2.50843E+11,5,25,-70.9152,41.6111,1,5,234
JOHN J AHERN,2.50495E+11,21,25,-71.2373,42.0742,5,8,858
JOHN J DORAN,2.50483E+11,5,25,-71.1651,41.7001,-1,8,556
JOHN J DUGGAN MIDDLE,2.51113E+11,13,25,-72.5256,42.1143,6,8,562
JOHN J MCGLYNN ELEMENTARY SCHOOL,2.50756E+11,17,25,-71.098,42.4089,-1,5,549
JOHN J SHAUGHNESSY,2.50702E+11,17,25,-71.3053,42.6242,-1,4,507
JOHN J. MCGLYNN MIDDLE SCHOOL,2.50756E+11,17,25,-71.0984,42.4118,6,8,531
JOHN K TARBOX,2.50666E+11,9,25,-71.1702,42.7173,1,5,337
JOHN M TOBIN,2.50327E+11,17,25,-71.1398,42.3844,-1,5,287
JOHN P HOLLAND,2.50279E+11,25,25,-71.0729,42.3055,-1,5,742
JOHN P OLDHAM,2.50906E+11,21,25,-71.204,42.2038,1,5,228
JOHN R FAUSEY,2.51251E+11,13,25,-72.6501,42.1249,0,5,428
JOHN T REID MIDDLE,2.50963E+11,3,25,-73.2434,42.4663,6,8,529
JOHN T. NICHOLS MIDDLE,2.50777E+11,23,25,-70.8944,41.8887,6,8,801
JOHN W MCCORMACK,2.50279E+11,25,25,-71.0438,42.3181,6,8,665
JOHN W ROGERS MIDDLE,2.51017E+11,23,25,-70.9226,42.1271,5,8,739
JOHN W. MCDEVITT MIDDLE SCHOOL,2.512E+11,17,25,-71.2329,42.3785,6,8,534
JOHN W. WYNN MIDDLE,2.51158E+11,17,25,-71.2137,42.6015,7,8,694
JOHN WARD,2.50861E+11,17,25,-71.1787,42.3405,0,5,289
JOHN WILLIAM DECAS,2.51206E+11,23,25,-70.7469,41.7707,0,4,510
JOHN WINTHROP,2.50279E+11,25,25,-71.0757,42.3181,-1,5,366
JOHNNY APPLESEED,2.50678E+11,27,25,-71.74,42.5514,0,5,735
JOHNSON,2.50822E+11,9,25,-70.9326,42.4226,-1,6,180
JOHNSON,2.50834E+11,17,25,-71.3507,42.2785,0,4,210
JOHNSON EARLY CHILDHOOD CENTER,2.51284E+11,21,25,-70.9481,42.2399,-1,-1,228
JONAS CLARKE MIDDLE,2.50684E+11,17,25,-71.2293,42.4302,6,8,865
JORDAN/JACKSON ELEMENTARY,2.50723E+11,5,25,-71.2041,42.0294,3,5,991
JOSEPH A CAMPBELL ELEMENTARY,2.50432E+11,17,25,-71.2638,42.6633,-1,4,614
JOSEPH A. BROWNE SCHOOL,2.50354E+11,25,25,-71.0368,42.3938,5,8,501
JOSEPH C CHAMBERLAIN,2.51152E+11,5,25,-71.1323,41.9218,0,4,559
JOSEPH CASE HIGH,2.51146E+11,5,25,-71.2012,41.7541,9,12,551
JOSEPH CASE JR HIGH,2.51146E+11,5,25,-71.1938,41.7499,6,8,498
JOSEPH DEMELLO,2.50402E+11,5,25,-70.9397,41.6049,1,5,443
